"AOSNUMBER","City","County","State","Agency","Type of LEA","Summary","Type of Juris","Technology","Vendor","Link 1","Link 1 Snapshot","Link 1 Source","Link 1 Type","Link 1 Date","Link 2","Link 2 Snapshot","Link 2 Source","Link 2 Type","Link 2 Date","Link 3","Link 3 Snapshot","Link 3 Source","Link 3 Type","Link 3 Date"
"AOS1112","Mount Rainier","Prince George's County","MD","Mount Rainier Police Department","Police","The Mount Rainier Police Department maintains a voluntary registry of private and personal surveillance cameras through Motorola Solutions.","Municipal","Camera Registry","Motorola Solutions","https://analytics-api.commandcentral.com/camera_registration#/agencies","","Command Central","","","","","","","","","","","",""
"AOS1113","Pocomoke City","Worcester County","MD","Pocomoke City Police Department","Police","The Pocomoke City Police Department maintains a voluntary registry of private and personal surveillance cameras through Motorola Solutions.","Municipal","Camera Registry","Motorola Solutions","https://analytics-api.commandcentral.com/camera_registration#/agencies","","Command Central","","","","","","","","","","","",""
"AOS1114","Danville","Yell County","AR","Danville Police Department","Police","The Danville Police Department maintains a voluntary registry of private and personal surveillance cameras through Motorola Solutions.","Municipal","Camera Registry","Motorola Solutions","https://analytics-api.commandcentral.com/camera_registration#/agencies","","Command Central","","","","","","","","","","","",""
"AOS1115","Jackson","Clarke County","AL","Jackson Police Department","Police","The Jackson Police Department maintains a voluntary registry of private and personal surveillance cameras through Motorola Solutions.","Municipal","Camera Registry","Motorola Solutions","https://analytics-api.commandcentral.com/camera_registration#/agencies","","Command Central","","","","","","","","","","","",""
"AOS1116","El Cerrito","Contra Costa County","CA","El Cerrito Police Department","Police","The El Cerrito Police Department maintains a voluntary registry of private and personal surveillance cameras through Motorola Solutions.","Municipal","Camera Registry","Motorola Solutions","https://analytics-api.commandcentral.com/camera_registration#/agencies","","Command Central","","","","","","","","","","","",""
"AOS1117","Lawrence","Marion County","IN","Lawrence Police Department","Police","The Lawrence Police Department maintains a voluntary registry of private and personal surveillance cameras through Motorola Solutions.","Municipal","Camera Registry","Motorola Solutions","https://analytics-api.commandcentral.com/camera_registration#/agencies","","Command Central","","","","","","","","","","","",""
"AOS1118","Hyatssville","Prince George's County","MD","Hyattsville City Police Department","Police","The Hyattsville City Police Department maintains a voluntary registry of private and personal surveillance cameras through Motorola Solutions.","Municipal","Camera Registry","Motorola Solutions","https://analytics-api.commandcentral.com/camera_registration#/agencies","","Command Central","","","","","","","","","","","",""
"AOS1119","Moorestown","Burlington County","NJ","Moorestown Police Department","Police","The Moorestown Police Department maintains a voluntary registry of private and personal surveillance cameras through Motorola Solutions.","Municipal","Camera Registry","Motorola Solutions","https://analytics-api.commandcentral.com/camera_registration#/agencies","","Command Central","","","https://www.gloucestercitynews.net/clearysnotebook/2015/03/moorestown-police-department-surveillance-camera-registration-program.html","","CNB News","","03/12/2015","","","","",""
"AOS1120","Waukegan","Lake County","IL","Waukegan Police Department","Police","The Waukegan Police Department maintains a voluntary registry of private and personal surveillance cameras through Motorola Solutions.","Municipal","Camera Registry","Motorola Solutions","https://analytics-api.commandcentral.com/camera_registration#/agencies","","Command Central","","","","","","","","","","","",""
"AOS1121","Gresham","Multnomah County","OR","Gresham Police Department","Police","The Gresham Police Department maintains a voluntary registry of private and personal surveillance cameras through Motorola Solutions.","Municipal","Camera Registry","Motorola Solutions","https://analytics-api.commandcentral.com/camera_registration#/agencies","","Command Central","","","","","","","","","","","",""
"AOS1122","Bowie","Prince George's County","MD","Bowie Police Department","Police","The Bowie Police Department maintains a voluntary registry of private and personal surveillance cameras through Motorola Solutions.","Municipal","Camera Registry","Motorola Solutions","https://analytics-api.commandcentral.com/camera_registration#/agencies","","Command Central","","","","","","","","","","","",""
"AOS1123","Upper Marlboro","Prince George's County","MD","Prince George's County Police Department","Police","The Prince George's County Police Department maintains a voluntary registry of private and personal surveillance cameras through Motorola Solutions.","County","Camera Registry","Motorola Solutions","https://analytics-api.commandcentral.com/camera_registration#/agencies","","Command Central","","","","","","","","","","","",""
"AOS1124","Greenbelt","Prince George's County","MD","Greenbelt Police Department","Police","The Greenbelt Police Department maintains a voluntary registry of private and personal surveillance cameras through Motorola Solutions.","Municipal","Camera Registry","Motorola Solutions","https://analytics-api.commandcentral.com/camera_registration#/agencies","","Command Central","","","","","","","","","","","",""
"AOS1125","Purcellville","Loudoun County","VA","Purcellville Police Department","Police","The Purcellville Police Department maintains a voluntary registry of private and personal surveillance cameras through Motorola Solutions.","Municipal","Camera Registry","Motorola Solutions","https://analytics-api.commandcentral.com/camera_registration#/agencies","","Command Central","","","","","","","","","","","",""
"AOS1126","Wheeling","Cook County","IL","Wheeling Police Department","Police","The Wheeling Police Department maintains a voluntary registry of private and personal surveillance cameras through Motorola Solutions.","Municipal","Camera Registry","Motorola Solutions","https://analytics-api.commandcentral.com/camera_registration#/agencies","","Command Central","","","","","","","","","","","",""
"AOS1127","Rio Rancho","‎Bernalillo County, Sandoval County‎","NM","Rio Rancho Police Department","Police","The Rio Rancho Police Department maintains a voluntary registry of private and personal surveillance cameras through Motorola Solutions.","Municipal","Camera Registry","Motorola Solutions","https://analytics-api.commandcentral.com/camera_registration#/agencies","","Command Central","","","","","","","","","","","",""
"AOS1128","Rio Grande","Cape May County","NJ","Lower Township Police Department","Police","The Lower Township Police Department maintains a voluntary registry of private and personal surveillance cameras through Motorola Solutions.","Municipal","Camera Registry","Motorola Solutions","https://analytics-api.commandcentral.com/camera_registration#/agencies","","Command Central","","","","","","","","","","","",""
"AOS1129","Cleveland","Blount County","AL","Cleveland Police Department","Police","The Cleveland Police Department maintains a voluntary registry of private and personal surveillance cameras through Motorola Solutions.","Municipal","Camera Registry","Motorola Solutions","https://analytics-api.commandcentral.com/camera_registration#/agencies","","Command Central","","","","","","","","","","","",""
"AOS1130","College Park","Prince George's County","MD","University of Maryland Police Department","Police","The University of Maryland Police Department maintains a voluntary registry of private and personal surveillance cameras through Motorola Solutions.","University","Camera Registry","Motorola Solutions","https://analytics-api.commandcentral.com/camera_registration#/agencies","","Command Central","","","","","","","","","","","",""
"AOS1131","The Colony","Denton County","TX","The Colony Police Department","Police","The Colony Police Department maintains a voluntary registry of private and personal surveillance cameras through Motorola Solutions.","Municipal","Camera Registry","Motorola Solutions","https://analytics-api.commandcentral.com/camera_registration#/agencies","","Command Central","","","","","","","","","","","",""
"AOS1132","Vallejo","Solano County","CA","Vallejo Police Department","Police","The Vallejo Police Department maintains a voluntary registry of private and personal surveillance cameras through Motorola Solutions.","Municipal","Camera Registry","Motorola Solutions","https://analytics-api.commandcentral.com/camera_registration#/agencies","","Command Central","","","","","","","","","","","",""
"AOS1133","Carlton","Yamhill County","OR","Carlton Police Department","Police","The Carlton Police Department maintains a voluntary registry of private and personal surveillance cameras through Motorola Solutions.","Municipal","Camera Registry","Motorola Solutions","https://analytics-api.commandcentral.com/camera_registration#/agencies","","Command Central","","","","","","","","","","","",""
"AOS1134","Pacific Grove","Monterey County","CA","Pacific Grove Police Department","Police","The Pacific Grove Police Department maintains a voluntary registry of private and personal surveillance cameras through Motorola Solutions.","Municipal","Camera Registry","Motorola Solutions","https://analytics-api.commandcentral.com/camera_registration#/agencies","","Command Central","","","","","","","","","","","",""
"AOS1135","Lawrenceville","Gwinnett County","GA","Lawrenceville Police Department","Police","The Lawrenceville Police Department maintains a voluntary registry of private and personal surveillance cameras through Motorola Solutions.","Municipal","Camera Registry","Motorola Solutions","https://analytics-api.commandcentral.com/camera_registration#/agencies","","Command Central","","","","","","","","","","","",""
